rule_settings_id,rule_conditions_id,measure,duration,measurefromvalue,measureoperator,measuretovalue,operator,time,timefromvalue,timeoperator,timetovaluerule_settings_id                     | rule_conditions_id                   | measure | duration | measurefromvalue | measureoperator | measuretovalue | operator | time | timefromvalue | timeoperator | timetovalue
003bc03f-cae8-4165-a6c7-a27761dbc6b0,6f4201b7-ac3e-4a7d-b6df-fddcb79b633e,STBL,,0,Greater than,0,,,,,
da616a09-24ba-4bba-9f46-448b653ac931,5ec1b394-5241-4435-8a1b-8e590889c00f,STBL,,0,Greater than,0,,,,,
28065c6d-e17b-4839-a1da-30b644285ac0,0e41b6ba-69f5-450d-b6ae-c055345ee6b4,STBL,,0,Greater than,0,,,,,
4d4e3993-2932-4484-8878-069e55b55e43,2869722e-5399-4b9d-a3ae-6a87d953d30c,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4d4e3993-2932-4484-8878-069e55b55e43,e602e1cc-21b1-40b9-8afb-0c862d4ff320,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6602eb63-1d2b-426a-9655-64fd2c3e1301,14345e2c-d8f7-4a04-852f-f670abe4df49,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6602eb63-1d2b-426a-9655-64fd2c3e1301,b3f7e47d-7b60-443e-81e3-96d9a90574b5,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6237790b-4b1c-4a4a-98f3-c510ba316036,164894cc-4f52-49d3-9c05-1119ab5e1025,STBL,,0,Greater than,0,,,,,
82576545-e3f3-4536-811a-ef6757d0222f,063574d1-208d-4abf-bfd3-08b5d375899a,STBL,,0,Greater than,0,,,,,
6dae86f7-c930-473b-b597-44d99e104d7d,b59b9894-6deb-449b-b895-af693bdeed9a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6dae86f7-c930-473b-b597-44d99e104d7d,bf1dc505-d4fe-4538-9006-d21934b887bf,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
5553f81e-731d-4aa0-bdaf-d19b593065b4,670b71ae-7bc4-4081-a338-8b0471b39b7e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
5553f81e-731d-4aa0-bdaf-d19b593065b4,8cd13721-a5c6-4e7b-b116-52da2ef282a3,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
16910acf-2a83-4779-88ac-ea822749798b,72fa29b0-d784-45cc-b355-3b2efc5e1700,STBL,,0,Greater than,0,,,,,
df4269c8-b87a-41b1-b3f4-84739e663815,0056ae06-af31-4adb-80fe-590567072160,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
df4269c8-b87a-41b1-b3f4-84739e663815,a11267ea-a915-4b94-810b-886a8d321120,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
e503409d-494c-45ad-90cf-7db7a6118648,9c50ebcf-1f2b-47c4-8a7a-7f6b670c6689,STBL,,0.00,Greater than,0.00,,,,,
76b42108-cff5-4342-8367-0f2d910b0a4f,69c0e213-161e-4612-bad3-d088e9b204ea,STBL,,0,Greater than,0,,,,,
eb897e96-8208-48df-9e26-4da7e07bd1cd,961421f3-0fc7-481d-84e0-3b64a862005e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
eb897e96-8208-48df-9e26-4da7e07bd1cd,c2a2f4b1-13cd-4a4f-b809-48c5b1243f18,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bc4011c0-d5ed-488c-9c8d-445fe0f4a3e5,1f1fa0d2-4b25-49a0-b9b9-695c65c6a667,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bc4011c0-d5ed-488c-9c8d-445fe0f4a3e5,44cdf2e5-4c11-4b35-ac95-20b1532ab3c7,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
105b83a1-82f5-4578-a998-d39790dd44b3,98cb3551-5613-4207-8c43-96c9ab9c36ba,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
105b83a1-82f5-4578-a998-d39790dd44b3,a77879a6-1c06-4bea-b6f2-4ac3af24eebc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
52130b1c-63ed-46a9-9a79-df1cec82a298,f9edbbb3-56e2-48da-bf56-5d8ed8a1da32,STBL,,0,Greater than,0,,,,,
74de13ab-7973-409f-a666-b396ca315309,7f5c2707-32c9-4913-8ceb-906033986a2f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
74de13ab-7973-409f-a666-b396ca315309,be21161d-c878-465f-8e6f-34380c035cb5,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c490cd8b-f170-42ab-8549-636822c5f8b9,a03e250b-a49a-40f4-98e9-f82dfc12e9eb,STBL,,0.00,Greater than,0.00,,,,,
49aeef2b-adec-4aa3-8a56-4e09cad7b1a9,4f08aacf-8965-4998-bb93-747400b36179,STBL,,0,Greater than,0,,,,,
5ae5217b-4515-4efe-9936-b306a4e1ca34,728131c0-787e-4085-aceb-72dc232634df,STBL,,0,Greater than,0,,,,,
e2f1245c-1afa-40b1-8d71-fc9f50d29555,6328c962-3836-4641-b162-3fea68c1ba35,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
e2f1245c-1afa-40b1-8d71-fc9f50d29555,8209ed35-e194-4b27-9d30-92657b27154e,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bd75c511-2d7f-4800-8580-d444ded3e24e,b5048786-7e77-4d7e-b88d-a4bf713449d5,STBL,,0,Greater than,0,,,,,
716b0e5f-578d-4ea2-8056-157770dc8151,8e492739-49ec-42ff-a83f-cba4c3a46517,STBL,,0,Greater than,0,,,,,
97ae2519-0e9c-4dd8-aac9-8f2841e076d2,201e8e7e-2871-46bf-941d-266766dd88cc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1d7b57a9-caca-4e1a-be52-5d213dc8dfc7,d991d030-52e8-4469-8d88-f0f7107ded37,STBL,,0,Greater than,0,,,,,
7b776514-28f6-4e6d-97a2-b4898613ef6a,9368914a-a9f6-439f-aaa8-e3145e807058,STBL,,0,Greater than,0,,,,,
376c757f-c56e-4fbe-ab44-6e91f99b116c,a780df16-331d-4580-80c8-2efd2560375f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
092c7b90-6f74-471f-b2bd-277e8817dd40,0ca02805-44e7-44eb-887b-7d471cccb715,STBL,,0,Greater than,0,,,,,
14cde432-5260-4777-8be1-81d10e64eb1a,eef44d64-6865-4eda-862d-022389440404,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4aa8161a-bf0a-4dc9-8848-49cca1d30a72,e0a6f78c-62c8-46d6-bd31-5d9e70663057,STBL,,0,Greater than,0,,,,,
91d0d949-8d24-4648-8018-d16db4c8660b,d4e73881-6e23-456d-aee0-2c7f7a569fe9,STBL,,0.00,Greater than,0.00,,,,,
5cd411f7-8fd4-4288-abc2-6ed2a8c08c6e,79af0826-be23-413e-9005-6cfa3c5f3211,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
5cd411f7-8fd4-4288-abc2-6ed2a8c08c6e,f1bbc2be-3ec2-423c-89dc-1c8883ef4cd8,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
e3a44c48-94b3-4f09-a373-c1597d039a1b,d385d373-1947-45ad-9e09-5d3c1e56ea9e,STBL,,0,Greater than,0,,,,,
965df6b1-4124-47c8-803f-805a78f3eba8,84baf2a4-0a98-4b2d-ad9b-70ad5a2977ea,STBL,,0,Greater than,0,,,,,
cb91e4ea-c270-4f1e-8397-13ef81b47691,1e1ba353-d069-434e-8092-54d76c08c6ec,STBL,,0,Greater than,0,,,,,
56306c6a-96f1-42c0-b9c6-f9320e22a6bc,1142e683-3edb-48ca-8c48-fcb0ae2afb67,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
56306c6a-96f1-42c0-b9c6-f9320e22a6bc,75bffd2e-b677-4db0-a2d6-14f270fb6dbe,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
8a232cc8-7a5f-4e30-9c03-daa50ed53073,02f5b1c0-4960-4d27-b3d6-aa861fc520b9,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
8a232cc8-7a5f-4e30-9c03-daa50ed53073,292deab6-23b0-439e-91a9-025b8f6fcf7b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
b19d97d7-e5cc-4d50-a20f-101d6a1a032c,0e08be28-f4bb-44d9-a16e-a285d48c2a5f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
b19d97d7-e5cc-4d50-a20f-101d6a1a032c,cb8b1c13-41b5-4b69-8f77-f11401caf8f4,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
7f599b4b-8769-458a-bf68-a048535d8047,bff0faf6-5080-47b7-b3e4-c9c12a90c404,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
6591accb-091d-4e1b-ad37-3e591b02d01c,05d57129-0509-48ce-987f-d7bd57162441,STBL,,0,Greater than,0,,,,,
9a358f07-f60a-42d5-95d4-fefa1687e104,2b92a413-6f15-4332-ae1d-a03aeca5c495,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
9a358f07-f60a-42d5-95d4-fefa1687e104,efdb4ad2-15e0-4213-b913-b29b25ba1890,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
4b7151e2-5028-4694-8052-455cf5f34b18,bc1a76d5-2d8c-4c3e-9762-f95889d55de4,STBL,,0,Greater than,0,,,,,
0bf8c463-977a-44b3-9367-60f0683f5c10,ae9dcc31-437f-4061-a66c-dfa5cf914489,STBL,,0,Greater than,0,,,,,
fda7fa4f-9982-4674-8a2d-68bf6d99fc1a,8d582991-48c5-4bf1-8fcf-2230c7621aaf,STBL,,0,Greater than,0,,,,,
c380098c-b27e-4592-9cb8-e0076cda20c0,7cac98cf-be13-4eaf-bed5-e6130920d764,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c380098c-b27e-4592-9cb8-e0076cda20c0,bc17591f-2a74-47bb-b0d0-e23157dabbd2,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1ec7d3a7-9b19-4889-9325-a2206717b67e,e1fb1ae9-d344-4233-9628-e7e961ac039b,STBL,,0,Greater than,0,,,,,
d89a7def-b5fa-451c-8943-a20e2074e804,d26c2b6c-80b6-4dea-b9c6-379a08cdd22b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d5d96926-746f-4240-98b5-39d6da5967c6,75fbc0df-b476-4d80-826a-33ca6a5aa1af,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d5d96926-746f-4240-98b5-39d6da5967c6,d43043c2-56e7-45e1-9b16-c36f1266efc0,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
3922ed26-1f93-4c30-b2cb-ac1065d49749,00b9dcee-65c2-48fa-a373-cc542d41be52,STBL,,0,Greater than,0,,,,,
25f973e5-fe0d-4acd-8021-4b702000115a,7cebb674-256b-42c9-91e5-434bd992bffc,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
25f973e5-fe0d-4acd-8021-4b702000115a,dececb2f-3a45-4ccd-80e9-bb034f673c4b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bdcd8842-c7bd-41be-8980-d700d18e4f1d,2dcfb5eb-5ce2-4564-b0cc-de9cfd06cfe7,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
bdcd8842-c7bd-41be-8980-d700d18e4f1d,bf956543-9af1-4c45-880e-bca502248cfe,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
f03eb4d5-0654-48e4-b3da-29c27cc1343d,214cab24-dcd1-40cb-af83-2c559c07e695,STBL,,0,Greater than,0,,,,,
ce4a9196-bf9b-4fc2-bff4-3d38eb13ffbb,ddde4ac6-fd21-4b5a-96d6-e02493cebcac,STBL,,0,Greater than,0,,,,,
2c35430e-fe50-4544-abbf-4bdf2a862aa0,cdf56b54-1bb8-4908-b829-caf915e50d9a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
fd252990-a8c8-438b-98ec-58793113055b,1c9b2523-4362-44a9-8f4a-d67636218b61,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
fd252990-a8c8-438b-98ec-58793113055b,6e2f7254-db1d-4bee-b904-b161390973a4,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
fdec44b0-2800-494a-8c78-8709cbe718ec,d033d7ca-1417-41f4-b526-095a56b268a7,STBL,,0,Greater than,0,,,,,
1616fd4f-81d5-4187-9b0a-d8b0ac8bcb0c,36d3d241-2476-41dd-b019-a10f93b2111f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1616fd4f-81d5-4187-9b0a-d8b0ac8bcb0c,622acc96-446f-4f3c-a369-7f58d67486f9,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
01ca9eac-afab-425b-b22a-37c7d20b443c,c568c0f8-00f4-4191-9c10-07aa4a321cb5,STBL,,0.00,Greater than,0.00,,,,,
cb7e3e5d-a520-47ed-9fb0-ba7a2ca93d1e,45020a27-3ee0-486d-b117-0d0e4bd20c32,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
cb7e3e5d-a520-47ed-9fb0-ba7a2ca93d1e,b3201f63-38f6-4b0b-88a4-05e05f6ca43a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c66c16fd-bccb-473b-994e-cabe0bc7b453,4e5ef799-fb02-4cff-b6a1-a346ca40e16b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c66c16fd-bccb-473b-994e-cabe0bc7b453,6364e26f-e7eb-4465-8713-33f6a11c96f6,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
1c31c55d-c8b3-4e1b-9dfa-6582b93b119b,75500b93-8649-486a-8381-2315f711244b,STBL,,0,Greater than,0,,,,,
75e6486b-6809-4239-acc7-b028756f58cb,06523f22-4850-4eda-b6ea-cf0a73f9d254,STBL,,0.00,Greater than,0.00,,,,,
281ddd13-f1f8-475b-9a54-86f97460509f,a8b58d08-6758-45b2-a0c0-eb8c0cdc3182,STBL,,0.00,Greater than,0.00,,,,,
4a604c74-04d5-4a38-b55f-7e23b45bd34f,b058b782-2a3a-427d-9c0d-31fd46c57eb2,STBL,,0.00,Greater than,0.00,,,,,
513e4581-a26a-48f7-9e44-b5d550a9b248,0961d844-3ff1-45c8-a5e5-fba0a2cda404,STBL,,0,Greater than,0,,,,,
8b7b343d-365c-4535-af43-c6c026c3404f,37e76107-f162-4c2c-b1fd-6701a844f123,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
8b7b343d-365c-4535-af43-c6c026c3404f,c7963b3f-10f8-4288-bb86-dc10b3c42311,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
23c01943-b74f-40df-9984-5fdfffc8e6e0,8696250c-0363-451e-80e3-db0d36fce282,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
ea4092fe-9d14-4464-9780-e0f1f4bfcd82,fa7704b4-f4e9-43b9-a985-221ac0cd171a,STBL,,0,Greater than,0,,,,,
0f06f9a2-8d52-40e6-b4ab-b38459fa9478,77823151-6f38-41ac-9416-b1b48104c124,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
0f06f9a2-8d52-40e6-b4ab-b38459fa9478,9ef19a6e-529f-4b7f-94f3-e0389f021104,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
21694252-89e2-442c-a1f5-59bfdc30cb9e,b4b9bae8-043d-4526-84ff-6dcd40f117e4,STBL,,0.00,Greater than,1.00,,,,,
e6985e7d-12f8-4bd5-8ac1-4fcebfb874f4,36ca2ca5-151a-47f0-bf22-7e33d819d5b0,Recovery to STBL,Hr(s),0.00,Greater than,,,,,,
ca97b252-63f0-4c9e-9f9b-0a2966fc7b54,3c6741e6-3f3c-4198-8152-46e6a3d0b662,STBL,,0,Greater than,0,,,,,
b5dbf599-afb7-4d04-9591-f4e0eacf51ff,07be1dd6-726d-4fde-8ea8-77021fa09df9,STBL,,0,Greater than,0,,,,,
613faa36-d265-4f80-8640-bf5868bc3185,484d2687-194f-4880-a9e3-288891cdb9ef,STBL,,0,Greater than,0,,,,,
d44e278d-e053-4e34-a294-5c32357dada3,bae996be-772a-4887-a8ca-1ae29dd55e2b,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
d44e278d-e053-4e34-a294-5c32357dada3,bb244f90-735c-40a6-b7c4-e6542bbea69a,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
39dd93c5-1893-402a-933d-1a99bbc51ed3,f39ba362-4786-4fdf-aa41-860f8384b2a6,STBL,,0,Greater than,0,,,,,
a084a296-ccf6-4319-9657-56e0b00c124a,a1fe207f-a1ba-44b3-9433-0e162b1778db,STBL,,0,Greater than,0,,,,,
7e90a4fa-b5aa-4c4c-9d9d-f168a5d86137,e97cd7ff-1626-4dde-a515-5322991c4735,STBL,,0,Greater than,0,,,,,
b3ee3a54-800d-463a-93c4-d0bb9ce9651e,2d7092c3-1e52-4b98-b7ca-be489bda3283,STBL,,0,Greater than,0,,,,,
0c4d9062-fa8a-46f5-b20c-d76264449d6c,548b4992-12ae-43bc-afd7-7871c8489e14,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
0c4d9062-fa8a-46f5-b20c-d76264449d6c,ae6561cb-6503-42e3-a961-3d46e9af5f9f,Recovery to STBL,Hr(s),100.00,Less than,,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,002cfb9a-8fcc-44cf-8049-2097c9c939d6,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0035590d-73a9-42d9-859e-c9953302eaf3,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0061d282-e1ac-427d-ac91-49b2ed369b6a,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,00e23dd4-47d7-4ace-96b4-2100672a63c5,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,02a905d9-e2e3-4ac6-9428-34064b0bf6a6,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,02ad206e-0476-4d7f-8d97-dae610977171,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,02af5c4e-fa8a-4f38-9a4f-cd6394021260,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,02ba868c-63e7-48be-a9c0-f25cb522c7de,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,02f5b591-701b-4308-ab71-31b99334727e,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,03da005b-8705-4188-a605-5beef9268910,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0404f513-5eff-478e-9d86-fc0d2f324410,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,042d310e-d961-4644-a0d6-e1f720deb5f2,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,053a650b-2a73-401e-9447-3d88393fcd27,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,05596938-9c01-4306-b6ef-f99dea2f6e68,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0583201c-ccfa-442d-b5f0-f95a4a2598d3,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,05c42181-ce8c-412f-9609-1a98774e97a5,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0621d513-98eb-4236-a68a-0a39e3ae6ac0,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0629b886-6b31-4724-9635-416cbdd47130,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,06b1dbcd-799c-485a-b237-4158b448d936,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,070345ac-ab83-44a0-ae60-d5e873cc201e,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,07201768-c94a-4d92-baad-35d13aab2da7,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,07903ad1-0456-4657-874d-163eb280db59,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,080f46cb-c6d6-4044-820c-1909cc748080,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,090cb5bb-00ee-4700-86c5-8c9b5362b747,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,09102a16-30b8-45fe-be06-89c2deb391da,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,094dcc6b-b96b-4daa-a259-3cebbba8be90,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0aa65148-612f-4fef-8b3f-10652fc47869,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0ac5074d-d246-4500-ad4a-c31780f22f02,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0ac56c65-66f3-470a-96b5-3d09ff3103f4,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0ae78b7e-19ab-4feb-a285-0274a02d044d,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0b5b092e-cdd6-4c23-9322-7ec4904e44a6,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0bd5f147-7b34-4ebc-a6e3-c46834c670be,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0bda86b1-ee94-4fda-8133-10d3be314725,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0befd5bb-5f39-4308-8c2a-b89a1d814b01,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0c06c79d-4eb5-4394-9ed6-fef257a08508,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0c392ed3-3bb3-4dc3-a1c1-b442532f13f0,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0c922257-eb17-47ac-99fb-16210e56848c,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0d33c5e0-0e50-467f-a5e3-d66e838b6ec1,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0d391828-e5d8-4758-a796-997b97408f2d,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0d3e4fc7-6a19-46cf-9555-f53a43e891d7,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0d8542ba-6563-4c76-9b42-858ac6553b22,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0da803b6-8160-40b7-b881-647efdda81e9,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0dbee00a-b03f-45de-a419-638097b1db18,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0e2b3805-20e4-4251-b72d-cb3807a8f0ea,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0eae34a6-ee38-4fce-91cc-210d2b11f01d,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0ef18cdb-080e-4bc7-8b5c-b8d52b6ac84b,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,0ff0e801-705e-4e05-9dae-159261263ee4,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,11ac0d4c-6bbc-4ab0-9de2-fdaba0008e26,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,1203dfd0-8115-4367-9a4a-a71ef63281fb,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,122416ab-00fc-48fd-b646-58af42d396d8,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,122fbeb5-6359-45d9-b487-d1f13c2cdc7d,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,128b7b73-e1c6-46b3-89cf-f4a051ec7d00,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,137f0a8f-a58d-4fe4-8045-16cd8e85a174,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,13887739-4f07-4989-8edc-d3399a43e5b1,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,1467d364-3109-4bad-92d3-5da1a532325f,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,14c5bbf3-c796-401c-9486-ad4b290b454e,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,14cb5127-4690-4bfb-adaa-4c43d2d50fc0,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,14d4ff03-5546-4caa-a16b-bc1bb4703fc5,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,14e85dbf-a694-4f91-84b8-1ca8e22709d2,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,14f5d6d8-e76b-44f7-9cd4-34a084fc4650,PPS,,0,Greater than,0,,,,,
c240c6b6-abb0-47a9-b096-29c137469db9,157553ff-8b4b-462c-80f3-e3ef6e672bc2,PPS,,0,Greater than,0,,,,,
