email_id,rule_type,year_month_bucket,report_date,commodity,red_alerts
Lahari_Boorla@Dellteam.com,High PPS,201909,2019-09-17,PROCESSOR,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,High PPS,201909,2019-09-16,CFI,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 0, closed_alerts: 0}]"
Lahari_Boorla@Dellteam.com,High PPS,201909,2019-09-16,MECHANICAL,"[{open_alerts: 10, total_alerts: 11, new_alerts: 4, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,High PPS,201909,2019-09-16,NETWORK CARD,"[{open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,High PPS,201909,2019-08-30,PROCESSOR,"[{open_alerts: 5, total_alerts: 5, new_alerts: 5, repeated_alerts: 0, closed_alerts: 0}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-30,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-30,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-30,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-29,MECHANICAL,"[{open_alerts: 3, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}, {open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-29,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-29,PROCESSOR,"[{open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 3, closed_alerts: 2}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-27,MECHANICAL,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-27,REGIONAL COMMODITY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-26,BATTERY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-26,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-26,REGIONAL COMMODITY,"[{open_alerts: 3, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-25,MECHANICAL,"[{open_alerts: 3, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-25,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-25,REGIONAL COMMODITY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-24,MECHANICAL,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-24,XLOB,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-23,REGIONAL COMMODITY,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-23,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-22,PROCESSOR,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-22,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-21,MECHANICAL,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-21,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-20,MECHANICAL,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 3, closed_alerts: 2}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-19,BATTERY,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-19,MECHANICAL,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 3, closed_alerts: 2}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-19,REGIONAL COMMODITY,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-19,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-17,MECHANICAL,"[{open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 3, closed_alerts: 2}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-17,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-17,REGIONAL COMMODITY,"[{open_alerts: 19, total_alerts: 18, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-16,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-16,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-09-16,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-08-30,MECHANICAL,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-08-30,REGIONAL COMMODITY,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-08-30,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Long Term Gap Out,201909,2019-08-29,XLOB,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-30,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 3}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-29,CFI,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-29,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-29,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 1}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-29,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 2}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-27,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-27,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 0, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-27,XLOB,"[{open_alerts: 3, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-26,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-26,REGIONAL COMMODITY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-26,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 2, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-25,MECHANICAL,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-25,MISCELLANEOUS,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-25,NETWORK CARD,"[{open_alerts: 9, total_alerts: 3, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-25,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 3, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-25,XLOB,"[{open_alerts: 19, total_alerts: 8, new_alerts: 9, repeated_alerts: 5, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-24,CFI,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-24,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}, {open_alerts: 9, total_alerts: 2, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-24,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 5, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-24,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 0, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-23,BATTERY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-23,MECHANICAL,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 6, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-23,NETWORK CARD,"[{open_alerts: 9, total_alerts: 4, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-23,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-22,MECHANICAL,"[{open_alerts: 4, total_alerts: 2, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-22,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 0, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-21,MECHANICAL,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 0, closed_alerts: 0}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-21,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-21,NETWORK CARD,"[{open_alerts: 9, total_alerts: 7, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-21,XLOB,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-20,CFI,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-20,MECHANICAL,"[{open_alerts: 9, total_alerts: 5, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 5, total_alerts: 5, new_alerts: 5, repeated_alerts: 0, closed_alerts: 0}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-20,REGIONAL COMMODITY,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-19,MECHANICAL,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 9, total_alerts: 20, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}, {open_alerts: 9, total_alerts: 3, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-19,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-19,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 9}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-19,XLOB,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-17,MISCELLANEOUS,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-17,REGIONAL COMMODITY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 6}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-17,XLOB,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-16,CFI,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 7}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-16,MISCELLANEOUS,"[{open_alerts: 2, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-09-16,REGIONAL COMMODITY,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-08-30,BATTERY,"[{open_alerts: 9, total_alerts: 8, new_alerts: 9, repeated_alerts: 8, closed_alerts: 4}]"
Lahari_Boorla@Dellteam.com,Severe STBL,201909,2019-08-30,XLOB,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,High PPS,201908,2019-08-30,CFI,"[{open_alerts: 1, total_alerts: 1, new_alerts: 1, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,High PPS,201908,2019-08-30,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
Lahari_Boorla@Dellteam.com,High PPS,201908,2019-08-29,MECHANICAL,"[{open_alerts: 1, total_alerts: 2, new_alerts: 2, repeated_alerts: 5, closed_alerts: 8}]"
